subscriber_id,cohort_month,activity_month,months_since_signup,watch_minutes,sessions
208193,2024-09-01,2024-12-01,3,863,5
208193,2024-09-01,2025-01-01,4,794,7
208193,2024-09-01,2025-02-01,5,631,7
208194,2024-09-01,2024-09-01,0,800,10
208194,2024-09-01,2024-10-01,1,745,7
208195,2024-09-01,2024-09-01,0,249,6
208196,2024-09-01,2024-09-01,0,602,7
208197,2024-09-01,2024-09-01,0,218,9
208197,2024-09-01,2024-10-01,1,379,8
208198,2024-09-01,2024-09-01,0,652,10
208198,2024-09-01,2024-10-01,1,719,8
208198,2024-09-01,2024-11-01,2,548,4
208198,2024-09-01,2024-12-01,3,700,10
208199,2024-09-01,2024-09-01,0,505,4
208200,2024-09-01,2024-09-01,0,786,9
208200,2024-09-01,2024-10-01,1,814,7
208200,2024-09-01,2024-11-01,2,740,7
208200,2024-09-01,2024-12-01,3,630,9
208200,2024-09-01,2025-01-01,4,891,5
208201,2024-09-01,2024-09-01,0,809,11
208201,2024-09-01,2024-10-01,1,557,8
208201,2024-09-01,2024-11-01,2,562,7
208202,2024-09-01,2024-09-01,0,788,9
208203,2024-09-01,2024-09-01,0,803,4
208203,2024-09-01,2024-10-01,1,937,7
208203,2024-09-01,2024-11-01,2,562,7
208204,2024-09-01,2024-09-01,0,353,7
208204,2024-09-01,2024-10-01,1,439,7
208205,2024-09-01,2024-09-01,0,687,5
208205,2024-09-01,2024-10-01,1,444,5
208205,2024-09-01,2024-11-01,2,513,5
208205,2024-09-01,2024-12-01,3,342,9
208206,2024-09-01,2024-09-01,0,505,10
208206,2024-09-01,2024-10-01,1,426,8
208206,2024-09-01,2024-11-01,2,351,7
208207,2024-09-01,2024-09-01,0,129,9
208207,2024-09-01,2024-10-01,1,339,12
208207,2024-09-01,2024-11-01,2,272,10
208207,2024-09-01,2024-12-01,3,137,6
208207,2024-09-01,2025-01-01,4,210,9
208207,2024-09-01,2025-02-01,5,334,5
208207,2024-09-01,2025-03-01,6,307,8
208208,2024-09-01,2024-09-01,0,620,7
208209,2024-09-01,2024-09-01,0,414,9
208209,2024-09-01,2024-10-01,1,260,9
208210,2024-09-01,2024-09-01,0,696,9
208211,2024-09-01,2024-09-01,0,938,10
208212,2024-09-01,2024-09-01,0,256,11
208213,2024-09-01,2024-09-01,0,471,14
208213,2024-09-01,2024-10-01,1,606,8
208213,2024-09-01,2024-11-01,2,568,6
208213,2024-09-01,2024-12-01,3,387,5
208214,2024-09-01,2024-09-01,0,272,6
208214,2024-09-01,2024-10-01,1,422,6
208215,2024-09-01,2024-09-01,0,768,9
208215,2024-09-01,2024-10-01,1,559,4
208216,2024-09-01,2024-09-01,0,372,11
208216,2024-09-01,2024-10-01,1,433,9
208216,2024-09-01,2024-11-01,2,332,6
208217,2024-09-01,2024-09-01,0,563,7
208217,2024-09-01,2024-10-01,1,598,8
208217,2024-09-01,2024-11-01,2,427,10
208218,2024-09-01,2024-09-01,0,530,9
208218,2024-09-01,2024-10-01,1,532,7
208218,2024-09-01,2024-11-01,2,436,9
208218,2024-09-01,2024-12-01,3,464,6
208219,2024-09-01,2024-09-01,0,266,7
208219,2024-09-01,2024-10-01,1,309,6
208219,2024-09-01,2024-11-01,2,258,9
208219,2024-09-01,2024-12-01,3,248,9
208219,2024-09-01,2025-01-01,4,289,3
208219,2024-09-01,2025-02-01,5,173,7
208219,2024-09-01,2025-03-01,6,310,6
208220,2024-09-01,2024-09-01,0,685,7
208220,2024-09-01,2024-10-01,1,576,9
208220,2024-09-01,2024-11-01,2,574,8
208221,2024-09-01,2024-09-01,0,680,6
208221,2024-09-01,2024-10-01,1,764,5
208221,2024-09-01,2024-11-01,2,663,7
208222,2024-09-01,2024-09-01,0,818,7
208222,2024-09-01,2024-10-01,1,491,6
208222,2024-09-01,2024-11-01,2,559,3
208222,2024-09-01,2024-12-01,3,709,6
208223,2024-09-01,2024-09-01,0,456,8
208223,2024-09-01,2024-10-01,1,222,7
208223,2024-09-01,2024-11-01,2,224,8
208224,2024-09-01,2024-09-01,0,200,6
208225,2024-09-01,2024-09-01,0,640,10
208225,2024-09-01,2024-10-01,1,769,6
208225,2024-09-01,2024-11-01,2,674,9
208225,2024-09-01,2024-12-01,3,392,4
208225,2024-09-01,2025-01-01,4,568,3
208226,2024-09-01,2024-09-01,0,759,8
208227,2024-09-01,2024-09-01,0,553,11
208227,2024-09-01,2024-10-01,1,714,10
208227,2024-09-01,2024-11-01,2,523,8
208227,2024-09-01,2024-12-01,3,641,10
208228,2024-09-01,2024-09-01,0,272,6
208228,2024-09-01,2024-10-01,1,410,6
208228,2024-09-01,2024-11-01,2,549,6
208229,2024-09-01,2024-09-01,0,571,9
208229,2024-09-01,2024-10-01,1,728,5
208229,2024-09-01,2024-11-01,2,426,9
208229,2024-09-01,2024-12-01,3,449,9
208229,2024-09-01,2025-01-01,4,728,8
208229,2024-09-01,2025-02-01,5,363,4
208229,2024-09-01,2025-03-01,6,446,9
208230,2024-09-01,2024-09-01,0,372,9
208230,2024-09-01,2024-10-01,1,322,11
208230,2024-09-01,2024-11-01,2,397,4
208231,2024-09-01,2024-09-01,0,531,5
208232,2024-09-01,2024-09-01,0,559,11
208233,2024-09-01,2024-09-01,0,756,9
208233,2024-09-01,2024-10-01,1,547,10
208233,2024-09-01,2024-11-01,2,358,8
208234,2024-09-01,2024-09-01,0,609,11
208234,2024-09-01,2024-10-01,1,493,7
208234,2024-09-01,2024-11-01,2,703,9
208234,2024-09-01,2024-12-01,3,529,10
208234,2024-09-01,2025-01-01,4,115,8
208235,2024-09-01,2024-09-01,0,388,7
208235,2024-09-01,2024-10-01,1,193,6
208235,2024-09-01,2024-11-01,2,298,7
208236,2024-09-01,2024-09-01,0,350,8
208236,2024-09-01,2024-10-01,1,564,10
208237,2024-09-01,2024-09-01,0,562,10
208238,2024-09-01,2024-09-01,0,579,8
208238,2024-09-01,2024-10-01,1,563,9
208239,2024-09-01,2024-09-01,0,346,9
208239,2024-09-01,2024-10-01,1,209,9
208240,2024-09-01,2024-09-01,0,600,9
208240,2024-09-01,2024-10-01,1,706,11
208240,2024-09-01,2024-11-01,2,808,9
208241,2024-09-01,2024-09-01,0,831,9
208242,2024-09-01,2024-09-01,0,716,9
208242,2024-09-01,2024-10-01,1,814,4
208242,2024-09-01,2024-11-01,2,578,7
208243,2024-09-01,2024-09-01,0,155,9
208244,2024-09-01,2024-09-01,0,285,10
208244,2024-09-01,2024-10-01,1,231,6
208244,2024-09-01,2024-11-01,2,342,7
208244,2024-09-01,2024-12-01,3,413,6
208244,2024-09-01,2025-01-01,4,427,9
208245,2024-09-01,2024-09-01,0,453,7
208246,2024-09-01,2024-09-01,0,701,6
208247,2024-09-01,2024-09-01,0,849,9
208247,2024-09-01,2024-10-01,1,611,12
208247,2024-09-01,2024-11-01,2,700,12
208247,2024-09-01,2024-12-01,3,744,7
208248,2024-09-01,2024-09-01,0,479,8
208249,2024-09-01,2024-09-01,0,346,7
208249,2024-09-01,2024-10-01,1,245,9
208249,2024-09-01,2024-11-01,2,470,4
208249,2024-09-01,2024-12-01,3,265,8
208250,2024-09-01,2024-09-01,0,534,10
208251,2024-09-01,2024-09-01,0,262,9
208252,2024-09-01,2024-09-01,0,497,5
208253,2024-09-01,2024-09-01,0,806,9
208253,2024-09-01,2024-10-01,1,883,8
208254,2024-09-01,2024-09-01,0,166,9
208254,2024-09-01,2024-10-01,1,367,8
208254,2024-09-01,2024-11-01,2,362,5
208255,2024-09-01,2024-09-01,0,935,7
208255,2024-09-01,2024-10-01,1,669,11
208255,2024-09-01,2024-11-01,2,690,7
208255,2024-09-01,2024-12-01,3,927,4
208255,2024-09-01,2025-01-01,4,801,7
208256,2024-09-01,2024-09-01,0,293,9
208256,2024-09-01,2024-10-01,1,203,9
208256,2024-09-01,2024-11-01,2,159,12
208256,2024-09-01,2024-12-01,3,318,7
208256,2024-09-01,2025-01-01,4,222,6
208256,2024-09-01,2025-02-01,5,223,5
208257,2024-09-01,2024-09-01,0,222,9
208258,2024-09-01,2024-09-01,0,794,10
208258,2024-09-01,2024-10-01,1,682,7
208259,2024-09-01,2024-09-01,0,856,8
208259,2024-09-01,2024-10-01,1,822,4
208259,2024-09-01,2024-11-01,2,741,9
208260,2024-09-01,2024-09-01,0,931,9
208260,2024-09-01,2024-10-01,1,713,9
208261,2024-09-01,2024-09-01,0,202,9
208261,2024-09-01,2024-10-01,1,354,5
208261,2024-09-01,2024-11-01,2,257,7
208261,2024-09-01,2024-12-01,3,515,9
208261,2024-09-01,2025-01-01,4,417,6
208261,2024-09-01,2025-02-01,5,423,8
208262,2024-09-01,2024-09-01,0,231,11
208263,2024-09-01,2024-09-01,0,123,10
208263,2024-09-01,2024-10-01,1,330,6
208263,2024-09-01,2024-11-01,2,223,9
208264,2024-09-01,2024-09-01,0,743,8
208264,2024-09-01,2024-10-01,1,616,10
208264,2024-09-01,2024-11-01,2,703,7
208265,2024-09-01,2024-09-01,0,472,8
208265,2024-09-01,2024-10-01,1,553,10
208265,2024-09-01,2024-11-01,2,639,7
208266,2024-09-01,2024-09-01,0,660,7
208266,2024-09-01,2024-10-01,1,414,10
208266,2024-09-01,2024-11-01,2,527,5
208266,2024-09-01,2024-12-01,3,315,7
208266,2024-09-01,2025-01-01,4,430,6
208267,2024-09-01,2024-09-01,0,542,9
208267,2024-09-01,2024-10-01,1,533,13
208267,2024-09-01,2024-11-01,2,491,9
208268,2024-09-01,2024-09-01,0,85,11
208269,2024-09-01,2024-09-01,0,913,7
208269,2024-09-01,2024-10-01,1,775,8
208269,2024-09-01,2024-11-01,2,972,13
208270,2024-09-01,2024-09-01,0,682,9
208270,2024-09-01,2024-10-01,1,570,5
208270,2024-09-01,2024-11-01,2,615,9
208271,2024-09-01,2024-09-01,0,624,5
208271,2024-09-01,2024-10-01,1,846,10
208271,2024-09-01,2024-11-01,2,643,4
208271,2024-09-01,2024-12-01,3,670,12
208271,2024-09-01,2025-01-01,4,657,6
208271,2024-09-01,2025-02-01,5,518,6
208272,2024-09-01,2024-09-01,0,493,8
208273,2024-09-01,2024-09-01,0,577,8
208273,2024-09-01,2024-10-01,1,444,7
208274,2024-09-01,2024-09-01,0,925,3
208274,2024-09-01,2024-10-01,1,774,6
208275,2024-09-01,2024-09-01,0,907,11
208275,2024-09-01,2024-10-01,1,1052,6
208275,2024-09-01,2024-11-01,2,666,8
208275,2024-09-01,2024-12-01,3,557,5
208275,2024-09-01,2025-01-01,4,768,8
208275,2024-09-01,2025-02-01,5,674,4
208275,2024-09-01,2025-03-01,6,509,8
208276,2024-09-01,2024-09-01,0,536,10
208277,2024-09-01,2024-09-01,0,564,5
208277,2024-09-01,2024-10-01,1,613,8
208277,2024-09-01,2024-11-01,2,421,6
208278,2024-09-01,2024-09-01,0,775,10
208279,2024-09-01,2024-09-01,0,836,9
208279,2024-09-01,2024-10-01,1,845,8
208279,2024-09-01,2024-11-01,2,701,6
208280,2024-09-01,2024-09-01,0,438,8
208280,2024-09-01,2024-10-01,1,560,9
208281,2024-09-01,2024-09-01,0,178,11
208282,2024-09-01,2024-09-01,0,285,6
208283,2024-09-01,2024-09-01,0,729,7
208283,2024-09-01,2024-10-01,1,849,5
208283,2024-09-01,2024-11-01,2,632,5
208284,2024-09-01,2024-09-01,0,724,7
208284,2024-09-01,2024-10-01,1,404,7
208284,2024-09-01,2024-11-01,2,511,8
208284,2024-09-01,2024-12-01,3,594,9
208285,2024-09-01,2024-09-01,0,845,8
208285,2024-09-01,2024-10-01,1,718,8
208285,2024-09-01,2024-11-01,2,766,9
208285,2024-09-01,2024-12-01,3,682,6
208285,2024-09-01,2025-01-01,4,799,2
208286,2024-09-01,2024-09-01,0,528,10
208287,2024-09-01,2024-09-01,0,516,9
208287,2024-09-01,2024-10-01,1,466,4
208287,2024-09-01,2024-11-01,2,695,6
208287,2024-09-01,2024-12-01,3,552,5
208287,2024-09-01,2025-01-01,4,453,6
208288,2024-09-01,2024-09-01,0,963,7
208289,2024-09-01,2024-09-01,0,736,9
208289,2024-09-01,2024-10-01,1,561,9
208289,2024-09-01,2024-11-01,2,735,5
208289,2024-09-01,2024-12-01,3,441,7
208290,2024-09-01,2024-09-01,0,611,10
208291,2024-09-01,2024-09-01,0,280,9
208291,2024-09-01,2024-10-01,1,217,8
208292,2024-09-01,2024-09-01,0,425,8
208292,2024-09-01,2024-10-01,1,561,9
208292,2024-09-01,2024-11-01,2,370,8
208292,2024-09-01,2024-12-01,3,513,7
208292,2024-09-01,2025-01-01,4,158,5
208292,2024-09-01,2025-02-01,5,428,6
208292,2024-09-01,2025-03-01,6,316,5
208293,2024-09-01,2024-09-01,0,815,7
208294,2024-09-01,2024-09-01,0,466,6
208294,2024-09-01,2024-10-01,1,868,8
208294,2024-09-01,2024-11-01,2,594,7
208294,2024-09-01,2024-12-01,3,495,7
208295,2024-09-01,2024-09-01,0,320,10
208295,2024-09-01,2024-10-01,1,153,7
208295,2024-09-01,2024-11-01,2,416,9
208296,2024-09-01,2024-09-01,0,738,7
208296,2024-09-01,2024-10-01,1,771,10
208297,2024-09-01,2024-09-01,0,536,14
208297,2024-09-01,2024-10-01,1,476,4
208298,2024-09-01,2024-09-01,0,416,5
208298,2024-09-01,2024-10-01,1,428,12
208299,2024-09-01,2024-09-01,0,807,8
208299,2024-09-01,2024-10-01,1,888,12
208299,2024-09-01,2024-11-01,2,908,9
208299,2024-09-01,2024-12-01,3,641,4
208300,2024-09-01,2024-09-01,0,741,9
208300,2024-09-01,2024-10-01,1,704,9
208300,2024-09-01,2024-11-01,2,794,7
208301,2024-09-01,2024-09-01,0,876,6
208301,2024-09-01,2024-10-01,1,487,8
208302,2024-09-01,2024-09-01,0,859,9
208302,2024-09-01,2024-10-01,1,930,7
208303,2024-09-01,2024-09-01,0,456,8
208303,2024-09-01,2024-10-01,1,324,11
208304,2024-09-01,2024-09-01,0,192,9
208304,2024-09-01,2024-10-01,1,522,10
208304,2024-09-01,2024-11-01,2,240,7
208304,2024-09-01,2024-12-01,3,174,8
208305,2024-09-01,2024-09-01,0,769,10
208306,2024-09-01,2024-09-01,0,486,7
208306,2024-09-01,2024-10-01,1,437,11
208306,2024-09-01,2024-11-01,2,151,8
208307,2024-09-01,2024-09-01,0,651,9
208307,2024-09-01,2024-10-01,1,392,7
208307,2024-09-01,2024-11-01,2,451,9
208307,2024-09-01,2024-12-01,3,432,9
208307,2024-09-01,2025-01-01,4,247,10
208308,2024-09-01,2024-09-01,0,705,5
208308,2024-09-01,2024-10-01,1,714,11
208308,2024-09-01,2024-11-01,2,610,6
208308,2024-09-01,2024-12-01,3,782,6
208308,2024-09-01,2025-01-01,4,590,4
208309,2024-09-01,2024-09-01,0,151,6
208309,2024-09-01,2024-10-01,1,475,7
208309,2024-09-01,2024-11-01,2,306,8
208309,2024-09-01,2024-12-01,3,327,4
208310,2024-09-01,2024-09-01,0,37,7
208310,2024-09-01,2024-10-01,1,196,8
208310,2024-09-01,2024-11-01,2,283,5
208310,2024-09-01,2024-12-01,3,279,4
208310,2024-09-01,2025-01-01,4,212,3
208310,2024-09-01,2025-02-01,5,0,5
208311,2024-09-01,2024-09-01,0,343,9
208311,2024-09-01,2024-10-01,1,325,7
208311,2024-09-01,2024-11-01,2,195,6
208311,2024-09-01,2024-12-01,3,26,5
208312,2024-09-01,2024-09-01,0,640,7
208312,2024-09-01,2024-10-01,1,371,11
208312,2024-09-01,2024-11-01,2,458,3
208312,2024-09-01,2024-12-01,3,435,6
208312,2024-09-01,2025-01-01,4,444,7
208312,2024-09-01,2025-02-01,5,657,8
208312,2024-09-01,2025-03-01,6,442,8
208313,2024-09-01,2024-09-01,0,46,5
208314,2024-09-01,2024-09-01,0,299,8
208314,2024-09-01,2024-10-01,1,225,10
208314,2024-09-01,2024-11-01,2,26,7
208314,2024-09-01,2024-12-01,3,0,5
208314,2024-09-01,2025-01-01,4,94,4
208315,2024-09-01,2024-09-01,0,251,5
208315,2024-09-01,2024-10-01,1,436,4
208315,2024-09-01,2024-11-01,2,449,7
208315,2024-09-01,2024-12-01,3,78,5
208315,2024-09-01,2025-01-01,4,305,9
208316,2024-09-01,2024-09-01,0,484,9
208316,2024-09-01,2024-10-01,1,572,5
208317,2024-09-01,2024-09-01,0,816,13
208317,2024-09-01,2024-10-01,1,808,10
208317,2024-09-01,2024-11-01,2,679,8
208318,2024-09-01,2024-09-01,0,801,9
208319,2024-09-01,2024-09-01,0,705,9
208320,2024-09-01,2024-09-01,0,384,8
208320,2024-09-01,2024-10-01,1,520,8
208320,2024-09-01,2024-11-01,2,420,12
208321,2024-09-01,2024-09-01,0,645,7
208322,2024-09-01,2024-09-01,0,504,9
208322,2024-09-01,2024-10-01,1,255,6
208322,2024-09-01,2024-11-01,2,244,5
208322,2024-09-01,2024-12-01,3,89,8
208323,2024-09-01,2024-09-01,0,171,7
208323,2024-09-01,2024-10-01,1,386,9
208323,2024-09-01,2024-11-01,2,323,8
208323,2024-09-01,2024-12-01,3,38,9
208323,2024-09-01,2025-01-01,4,228,5
208323,2024-09-01,2025-02-01,5,638,5
208324,2024-09-01,2024-09-01,0,523,4
208325,2024-09-01,2024-09-01,0,376,10
208325,2024-09-01,2024-10-01,1,244,8
208326,2024-09-01,2024-09-01,0,176,7
208326,2024-09-01,2024-10-01,1,244,7
208326,2024-09-01,2024-11-01,2,407,11
208326,2024-09-01,2024-12-01,3,233,5
208326,2024-09-01,2025-01-01,4,192,2
208326,2024-09-01,2025-02-01,5,396,9
208326,2024-09-01,2025-03-01,6,184,5
208327,2024-09-01,2024-09-01,0,423,11
208327,2024-09-01,2024-10-01,1,316,9
208327,2024-09-01,2024-11-01,2,420,7
208327,2024-09-01,2024-12-01,3,613,6
208327,2024-09-01,2025-01-01,4,415,6
208328,2024-09-01,2024-09-01,0,616,5
208328,2024-09-01,2024-10-01,1,421,4
208328,2024-09-01,2024-11-01,2,314,4
208329,2024-09-01,2024-09-01,0,510,10
208329,2024-09-01,2024-10-01,1,242,5
208329,2024-09-01,2024-11-01,2,437,7
208329,2024-09-01,2024-12-01,3,225,8
208330,2024-09-01,2024-09-01,0,652,11
208330,2024-09-01,2024-10-01,1,543,7
208331,2024-09-01,2024-09-01,0,706,6
208331,2024-09-01,2024-10-01,1,743,7
208332,2024-09-01,2024-09-01,0,671,5
208332,2024-09-01,2024-10-01,1,829,8
208332,2024-09-01,2024-11-01,2,755,3
208333,2024-09-01,2024-09-01,0,243,7
208333,2024-09-01,2024-10-01,1,456,9
208334,2024-09-01,2024-09-01,0,159,11
208334,2024-09-01,2024-10-01,1,241,11
208334,2024-09-01,2024-11-01,2,56,9
208335,2024-09-01,2024-09-01,0,677,9
208335,2024-09-01,2024-10-01,1,607,5
208335,2024-09-01,2024-11-01,2,618,8
208335,2024-09-01,2024-12-01,3,544,8
208336,2024-09-01,2024-09-01,0,684,10
208337,2024-09-01,2024-09-01,0,893,9
208338,2024-09-01,2024-09-01,0,467,5
208338,2024-09-01,2024-10-01,1,565,10
208339,2024-09-01,2024-09-01,0,475,13
208339,2024-09-01,2024-10-01,1,328,10
208339,2024-09-01,2024-11-01,2,465,5
208339,2024-09-01,2024-12-01,3,264,5
208339,2024-09-01,2025-01-01,4,440,5
208340,2024-09-01,2024-09-01,0,285,8
208341,2024-09-01,2024-09-01,0,439,7
208341,2024-09-01,2024-10-01,1,216,6
208341,2024-09-01,2024-11-01,2,400,10
208341,2024-09-01,2024-12-01,3,283,6
208342,2024-09-01,2024-09-01,0,49,9
208342,2024-09-01,2024-10-01,1,282,9
208343,2024-09-01,2024-09-01,0,555,8
208343,2024-09-01,2024-10-01,1,642,6
208343,2024-09-01,2024-11-01,2,704,6
208343,2024-09-01,2024-12-01,3,501,7
208343,2024-09-01,2025-01-01,4,540,3
208344,2024-09-01,2024-09-01,0,480,6
208344,2024-09-01,2024-10-01,1,373,9
208344,2024-09-01,2024-11-01,2,380,11
208345,2024-09-01,2024-09-01,0,413,10
208345,2024-09-01,2024-10-01,1,272,8
208345,2024-09-01,2024-11-01,2,405,7
208345,2024-09-01,2024-12-01,3,587,11
208346,2024-09-01,2024-09-01,0,213,11
208346,2024-09-01,2024-10-01,1,96,7
208347,2024-09-01,2024-09-01,0,541,5
208347,2024-09-01,2024-10-01,1,303,9
208348,2024-09-01,2024-09-01,0,275,10
208349,2024-09-01,2024-09-01,0,612,5
208349,2024-09-01,2024-10-01,1,965,11
208349,2024-09-01,2024-11-01,2,444,5
208350,2024-09-01,2024-09-01,0,568,8
208350,2024-09-01,2024-10-01,1,489,10
208351,2024-09-01,2024-09-01,0,625,10
208351,2024-09-01,2024-10-01,1,470,8
208352,2024-09-01,2024-09-01,0,694,9
208352,2024-09-01,2024-10-01,1,839,5
208352,2024-09-01,2024-11-01,2,905,11
208353,2024-09-01,2024-09-01,0,826,6
208353,2024-09-01,2024-10-01,1,911,8
208353,2024-09-01,2024-11-01,2,860,5
208353,2024-09-01,2024-12-01,3,886,6
208354,2024-09-01,2024-09-01,0,849,10
208354,2024-09-01,2024-10-01,1,517,9
208354,2024-09-01,2024-11-01,2,507,9
208354,2024-09-01,2024-12-01,3,556,6
208355,2024-09-01,2024-09-01,0,412,12
208355,2024-09-01,2024-10-01,1,397,12
208355,2024-09-01,2024-11-01,2,329,9
208356,2024-09-01,2024-09-01,0,335,8
208356,2024-09-01,2024-10-01,1,337,8
208356,2024-09-01,2024-11-01,2,370,6
208356,2024-09-01,2024-12-01,3,444,5
208356,2024-09-01,2025-01-01,4,282,6
208356,2024-09-01,2025-02-01,5,208,6
208357,2024-09-01,2024-09-01,0,608,10
208357,2024-09-01,2024-10-01,1,646,7
208358,2024-09-01,2024-09-01,0,331,12
208358,2024-09-01,2024-10-01,1,241,6
208358,2024-09-01,2024-11-01,2,457,9
208358,2024-09-01,2024-12-01,3,367,7
208358,2024-09-01,2025-01-01,4,283,3
208359,2024-09-01,2024-09-01,0,464,8
208359,2024-09-01,2024-10-01,1,514,9
208359,2024-09-01,2024-11-01,2,391,7
208360,2024-09-01,2024-09-01,0,242,10
208360,2024-09-01,2024-10-01,1,387,8
208360,2024-09-01,2024-11-01,2,358,6
208360,2024-09-01,2024-12-01,3,465,9
208360,2024-09-01,2025-01-01,4,341,5
208360,2024-09-01,2025-02-01,5,310,3
208360,2024-09-01,2025-03-01,6,132,1
208361,2024-09-01,2024-09-01,0,291,6
208361,2024-09-01,2024-10-01,1,207,6
208361,2024-09-01,2024-11-01,2,211,10
208361,2024-09-01,2024-12-01,3,125,7
208361,2024-09-01,2025-01-01,4,177,8
208362,2024-09-01,2024-09-01,0,460,9
208363,2024-09-01,2024-09-01,0,706,10
208364,2024-09-01,2024-09-01,0,310,8
208364,2024-09-01,2024-10-01,1,338,6
208364,2024-09-01,2024-11-01,2,424,7
208365,2024-09-01,2024-09-01,0,271,7
208365,2024-09-01,2024-10-01,1,668,6
208366,2024-09-01,2024-09-01,0,550,10
208367,2024-09-01,2024-09-01,0,390,11
208367,2024-09-01,2024-10-01,1,327,11
208368,2024-09-01,2024-09-01,0,86,9
208369,2024-09-01,2024-09-01,0,712,9
208369,2024-09-01,2024-10-01,1,772,7
208369,2024-09-01,2024-11-01,2,483,8
208369,2024-09-01,2024-12-01,3,540,7
208370,2024-09-01,2024-09-01,0,728,8
208371,2024-09-01,2024-09-01,0,499,7
208372,2024-09-01,2024-09-01,0,455,9
208372,2024-09-01,2024-10-01,1,536,11
208373,2024-09-01,2024-09-01,0,908,8
208373,2024-09-01,2024-10-01,1,750,9
208374,2024-09-01,2024-09-01,0,526,8
208374,2024-09-01,2024-10-01,1,418,5
208374,2024-09-01,2024-11-01,2,586,10
208374,2024-09-01,2024-12-01,3,595,5
208374,2024-09-01,2025-01-01,4,671,6
208374,2024-09-01,2025-02-01,5,294,7
208374,2024-09-01,2025-03-01,6,464,8
208375,2024-09-01,2024-09-01,0,805,3
208375,2024-09-01,2024-10-01,1,837,8
208375,2024-09-01,2024-11-01,2,676,12
208375,2024-09-01,2024-12-01,3,609,7
208376,2024-09-01,2024-09-01,0,562,6
208377,2024-09-01,2024-09-01,0,466,6
208377,2024-09-01,2024-10-01,1,437,7
208377,2024-09-01,2024-11-01,2,433,7
208377,2024-09-01,2024-12-01,3,415,3
208377,2024-09-01,2025-01-01,4,341,7
208377,2024-09-01,2025-02-01,5,251,5
208377,2024-09-01,2025-03-01,6,284,3
208378,2024-09-01,2024-09-01,0,328,7
208379,2024-09-01,2024-09-01,0,667,6
208379,2024-09-01,2024-10-01,1,665,8
208380,2024-09-01,2024-09-01,0,278,7
208380,2024-09-01,2024-10-01,1,331,7
208380,2024-09-01,2024-11-01,2,512,8
208380,2024-09-01,2024-12-01,3,370,7
208380,2024-09-01,2025-01-01,4,299,7
208381,2024-09-01,2024-09-01,0,279,5
208381,2024-09-01,2024-10-01,1,339,3
208382,2024-09-01,2024-09-01,0,671,7
208382,2024-09-01,2024-10-01,1,734,5
208383,2024-09-01,2024-09-01,0,150,10
208383,2024-09-01,2024-10-01,1,350,7
208383,2024-09-01,2024-11-01,2,221,8
208384,2024-09-01,2024-09-01,0,579,9
208385,2024-09-01,2024-09-01,0,722,9
208385,2024-09-01,2024-10-01,1,803,9
208385,2024-09-01,2024-11-01,2,496,9
208385,2024-09-01,2024-12-01,3,671,8
208385,2024-09-01,2025-01-01,4,684,8
208385,2024-09-01,2025-02-01,5,635,8
208386,2024-09-01,2024-09-01,0,862,8
208386,2024-09-01,2024-10-01,1,728,9
208386,2024-09-01,2024-11-01,2,869,2
208387,2024-09-01,2024-09-01,0,220,7
208388,2024-09-01,2024-09-01,0,740,11
208389,2024-09-01,2024-09-01,0,489,10
208389,2024-09-01,2024-10-01,1,666,6
208390,2024-09-01,2024-09-01,0,764,8
208390,2024-09-01,2024-10-01,1,727,8
208390,2024-09-01,2024-11-01,2,892,5
208390,2024-09-01,2024-12-01,3,919,6
208391,2024-09-01,2024-09-01,0,274,10
208391,2024-09-01,2024-10-01,1,182,6
208392,2024-09-01,2024-09-01,0,432,8
208392,2024-09-01,2024-10-01,1,219,9
208392,2024-09-01,2024-11-01,2,408,10
208393,2024-09-01,2024-09-01,0,701,5
208393,2024-09-01,2024-10-01,1,515,10
208393,2024-09-01,2024-11-01,2,800,11
208394,2024-09-01,2024-09-01,0,408,10
208394,2024-09-01,2024-10-01,1,444,7
208394,2024-09-01,2024-11-01,2,112,2
208394,2024-09-01,2024-12-01,3,156,5
208394,2024-09-01,2025-01-01,4,362,9
208394,2024-09-01,2025-02-01,5,281,8
208394,2024-09-01,2025-03-01,6,134,8
208395,2024-09-01,2024-09-01,0,853,7
208396,2024-09-01,2024-09-01,0,719,7
208396,2024-09-01,2024-10-01,1,746,7
208397,2024-09-01,2024-09-01,0,650,8
208397,2024-09-01,2024-10-01,1,636,4
208397,2024-09-01,2024-11-01,2,832,9
208397,2024-09-01,2024-12-01,3,440,4
208397,2024-09-01,2025-01-01,4,604,6
208397,2024-09-01,2025-02-01,5,664,8
208398,2024-09-01,2024-09-01,0,528,5
208398,2024-09-01,2024-10-01,1,308,8
208398,2024-09-01,2024-11-01,2,446,8
208398,2024-09-01,2024-12-01,3,541,8
208398,2024-09-01,2025-01-01,4,309,5
208398,2024-09-01,2025-02-01,5,403,4
208398,2024-09-01,2025-03-01,6,407,6
208399,2024-09-01,2024-09-01,0,307,11
208400,2024-09-01,2024-09-01,0,276,8
208401,2024-09-01,2024-09-01,0,544,5
208402,2024-09-01,2024-09-01,0,705,7
208402,2024-09-01,2024-10-01,1,750,6
208403,2024-09-01,2024-09-01,0,636,8
208403,2024-09-01,2024-10-01,1,692,9
208403,2024-09-01,2024-11-01,2,304,7
208404,2024-09-01,2024-09-01,0,609,12
208404,2024-09-01,2024-10-01,1,678,9
